,student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,math_score,science_score,english_score,overall_score,final_grade
10702,10703,16,male,private,post graduate,3.6,86.7,yes,15-30 min,yes,online videos,67.0,70.1,83.4,68.7,d
10703,10704,18,other,public,phd,1.0,86.0,no,>60 min,no,group study,39.0,51.9,44.3,34.1,f
10704,10705,17,other,public,diploma,5.5,53.4,yes,<15 min,no,group study,81.5,68.0,61.5,61.9,d
10705,10706,17,male,public,graduate,7.5,66.2,yes,30-60 min,no,online videos,98.3,91.7,75.7,86.5,b
10706,10707,17,male,private,graduate,1.1,60.2,yes,30-60 min,no,textbook,16.3,39.4,29.1,25.7,f
10707,10708,17,male,public,no formal,5.7,69.4,yes,>60 min,no,textbook,93.8,80.7,94.7,82.4,c
10708,10709,18,other,public,graduate,6.8,55.5,no,<15 min,no,online videos,71.9,52.6,78.0,67.3,d
10709,10710,19,other,public,post graduate,5.0,65.9,yes,15-30 min,yes,mixed,75.6,75.6,77.5,75.3,c
10710,10711,15,male,private,graduate,4.1,78.5,yes,<15 min,yes,group study,63.8,47.0,65.6,55.7,d
10711,10712,19,female,public,diploma,2.3,58.3,yes,<15 min,yes,mixed,46.5,35.9,34.3,39.8,f
10712,10713,17,male,private,graduate,2.0,55.3,yes,30-60 min,yes,coaching,35.2,26.4,41.2,33.1,f
10713,10714,17,male,public,graduate,3.5,85.3,yes,15-30 min,no,online videos,64.4,68.0,71.7,67.9,d
10714,10715,15,male,private,phd,5.3,62.3,yes,30-60 min,yes,textbook,69.0,78.5,77.7,76.4,c
10715,10716,16,male,private,diploma,2.9,73.9,no,15-30 min,no,group study,60.3,37.7,74.1,51.9,e
10716,10717,17,other,public,high school,4.2,91.9,yes,30-60 min,yes,coaching,75.0,85.6,75.1,71.5,c
10717,10718,16,other,public,no formal,5.0,68.9,no,15-30 min,no,coaching,72.9,84.3,60.4,75.5,c
10718,10719,15,male,private,phd,2.1,54.9,yes,30-60 min,no,textbook,34.5,23.9,43.2,34.7,f
10719,10720,18,female,private,high school,6.1,89.3,yes,30-60 min,no,coaching,86.2,92.8,100.0,89.9,b
10720,10721,16,male,private,diploma,5.2,86.9,yes,30-60 min,yes,group study,56.5,90.7,56.7,66.6,d
10721,10722,17,female,public,post graduate,4.9,80.5,no,15-30 min,no,notes,76.4,65.8,67.0,64.1,d
10722,10723,14,other,private,high school,4.1,76.9,yes,15-30 min,no,notes,67.5,66.4,65.8,66.2,d
10723,10724,14,other,public,high school,3.2,87.6,yes,30-60 min,yes,textbook,40.5,45.3,65.5,59.4,d
10724,10725,19,other,private,graduate,4.6,67.7,yes,>60 min,yes,textbook,65.5,50.2,53.9,57.9,d
10725,10726,14,male,private,graduate,6.2,66.5,yes,30-60 min,no,coaching,73.8,72.1,74.3,70.7,c
10726,10727,18,male,private,high school,5.8,81.4,yes,15-30 min,yes,online videos,75.9,76.5,58.0,70.3,c
10727,10728,19,male,public,graduate,6.0,58.3,yes,<15 min,yes,notes,74.8,58.6,75.6,64.1,d
10728,10729,16,male,public,post graduate,2.1,81.7,yes,<15 min,no,textbook,53.8,56.5,52.6,55.3,d
10729,10730,19,female,public,high school,6.3,93.4,yes,30-60 min,no,textbook,98.7,100.0,100.0,97.2,a
10730,10731,16,female,private,diploma,3.0,75.8,yes,<15 min,yes,notes,33.9,48.6,59.3,47.1,e
10731,10732,19,other,private,high school,2.2,54.1,yes,15-30 min,yes,notes,31.1,47.8,32.2,36.3,f
10732,10733,15,male,public,phd,1.4,83.1,yes,<15 min,no,coaching,49.5,38.8,50.9,40.1,e
10733,10734,16,male,public,diploma,6.7,93.5,yes,>60 min,no,group study,96.4,100.0,100.0,96.8,a
10734,10735,16,other,public,phd,5.2,59.8,no,<15 min,no,online videos,69.4,78.5,63.1,73.2,c
10735,10736,18,other,public,phd,6.8,80.6,yes,30-60 min,yes,notes,82.4,71.6,71.7,79.7,c
10736,10737,14,female,public,high school,4.7,59.9,yes,15-30 min,yes,mixed,48.5,47.2,52.7,57.5,d
10737,10738,18,male,private,phd,7.0,91.0,yes,>60 min,yes,mixed,92.8,100.0,77.5,98.3,a
10738,10739,14,female,public,no formal,4.7,62.6,yes,15-30 min,yes,online videos,77.1,75.4,72.9,69.2,d
10739,10740,15,male,public,diploma,5.3,81.5,yes,15-30 min,yes,textbook,61.8,69.1,90.7,78.9,c
10740,10741,17,female,private,no formal,0.9,79.5,yes,>60 min,yes,group study,34.0,38.7,43.0,39.1,f
10741,10742,14,other,private,no formal,5.5,68.7,no,30-60 min,no,mixed,64.2,69.2,71.2,63.1,d
10742,10743,16,male,public,graduate,5.0,95.0,yes,30-60 min,no,mixed,88.5,64.7,87.7,84.5,c
10743,10744,19,male,public,graduate,2.3,95.1,no,30-60 min,no,mixed,44.2,55.0,56.7,52.7,e
10744,10745,18,other,public,graduate,1.3,67.0,yes,>60 min,no,group study,47.1,49.1,21.7,42.1,e
10745,10746,14,male,public,diploma,3.1,67.4,yes,>60 min,no,online videos,55.6,55.8,63.5,55.2,d
10746,10747,17,other,public,post graduate,1.0,82.7,yes,<15 min,no,online videos,62.7,57.8,52.5,50.2,e
10747,10748,17,other,public,diploma,5.0,64.2,no,30-60 min,yes,textbook,67.2,50.6,60.6,60.7,d
10748,10749,14,female,private,graduate,4.6,65.2,yes,>60 min,yes,group study,58.3,79.5,54.5,60.7,d
10749,10750,17,female,private,diploma,7.4,51.0,yes,<15 min,yes,coaching,91.8,51.2,71.8,80.8,c
10750,10751,17,female,private,high school,4.4,54.7,yes,>60 min,yes,online videos,52.7,36.6,52.4,52.2,e
10751,10752,18,female,public,graduate,6.0,82.9,no,30-60 min,no,group study,95.4,99.1,94.4,91.1,b
10752,10753,15,other,private,post graduate,5.5,66.0,no,<15 min,no,online videos,61.4,68.8,58.1,67.0,d
10753,10754,15,other,private,high school,5.7,54.1,yes,30-60 min,yes,notes,61.8,53.7,83.1,71.0,c
10754,10755,18,male,public,diploma,2.9,96.5,yes,15-30 min,yes,notes,36.8,63.6,44.7,51.8,e
10755,10756,18,male,private,phd,3.6,64.8,yes,>60 min,yes,mixed,49.4,43.6,55.5,54.9,e
10756,10757,14,female,public,high school,1.4,60.5,yes,>60 min,no,online videos,25.7,31.9,33.7,25.7,f
10757,10758,15,female,private,diploma,5.4,76.1,yes,15-30 min,yes,textbook,73.9,53.0,70.6,79.9,c
10758,10759,17,other,private,high school,2.8,91.5,yes,>60 min,yes,group study,60.0,41.9,37.0,57.5,d
10759,10760,18,male,public,diploma,4.6,93.6,yes,15-30 min,yes,mixed,73.1,84.2,71.7,74.9,c
10760,10761,15,female,private,diploma,7.4,65.3,yes,<15 min,yes,online videos,86.1,100.0,87.7,86.0,b
10761,10762,15,male,private,phd,5.6,87.1,no,>60 min,no,coaching,84.3,74.1,82.3,72.3,c
10762,10763,18,female,private,no formal,2.5,76.2,no,15-30 min,no,notes,56.8,43.5,40.2,42.2,e
10763,10764,18,other,private,diploma,4.4,79.8,yes,30-60 min,no,group study,54.8,54.6,73.3,69.5,d
10764,10765,19,male,private,phd,5.0,72.0,yes,15-30 min,yes,coaching,55.3,59.5,81.5,66.5,d
10765,10766,18,male,public,no formal,6.9,58.9,yes,15-30 min,yes,group study,76.8,65.3,67.3,75.1,c
10766,10767,19,female,public,graduate,6.5,91.0,yes,>60 min,yes,group study,93.4,89.8,100.0,97.2,a
10767,10768,15,other,private,no formal,2.9,77.2,yes,30-60 min,yes,online videos,31.4,30.9,58.0,46.2,e
10768,10769,15,female,public,graduate,7.4,70.1,yes,>60 min,yes,notes,86.4,90.1,74.8,82.6,c
10769,10770,15,other,public,post graduate,1.6,83.8,yes,<15 min,no,group study,34.6,40.7,39.3,45.6,e
10770,10771,14,male,private,graduate,2.6,71.3,yes,>60 min,yes,coaching,46.8,54.6,42.5,40.2,e
10771,10772,18,other,private,graduate,0.8,92.5,yes,15-30 min,no,online videos,53.3,34.3,32.8,43.7,e
10772,10773,17,male,public,post graduate,2.8,56.8,no,30-60 min,yes,notes,61.7,48.2,38.2,50.4,e
10773,10774,14,male,private,graduate,3.6,51.5,yes,15-30 min,no,group study,46.9,55.2,50.2,54.1,e
10774,10775,15,female,private,graduate,2.3,78.5,yes,<15 min,no,coaching,50.8,45.5,41.2,50.6,e
10775,10776,15,male,public,no formal,0.6,62.8,yes,<15 min,yes,mixed,50.3,24.0,34.7,39.3,f
10776,10777,16,other,private,no formal,0.6,55.9,no,>60 min,no,notes,0.0,20.7,18.0,18.0,f
10777,10778,16,other,public,no formal,7.4,51.5,yes,>60 min,yes,coaching,76.4,95.7,100.0,87.6,b
10778,10779,15,female,public,graduate,6.0,88.5,yes,15-30 min,yes,coaching,86.0,83.8,85.9,80.7,c
10779,10780,19,female,private,diploma,5.7,98.0,yes,>60 min,no,group study,100.0,96.6,87.6,85.9,b
10780,10781,15,other,private,diploma,6.4,80.8,yes,>60 min,no,textbook,51.9,68.9,62.9,76.5,c
10781,10782,17,other,private,diploma,5.7,88.6,no,30-60 min,yes,textbook,66.0,99.8,59.3,77.5,c
10782,10783,16,female,public,phd,1.0,91.9,yes,30-60 min,no,mixed,41.3,42.9,40.4,44.7,e
10783,10784,16,other,private,diploma,7.4,90.3,yes,15-30 min,yes,mixed,91.1,88.3,97.0,90.0,b
10784,10785,18,male,public,diploma,3.7,66.3,yes,>60 min,yes,textbook,71.4,58.2,70.5,52.4,e
10785,10786,19,male,public,graduate,3.9,50.1,yes,30-60 min,no,notes,54.3,63.9,47.0,44.4,e
10786,10787,14,male,private,post graduate,7.1,81.4,yes,>60 min,yes,coaching,85.5,77.9,96.5,81.0,c
10787,10788,16,male,private,post graduate,2.0,97.4,no,>60 min,no,coaching,40.9,68.2,46.2,55.0,d
10788,10789,14,male,public,phd,2.8,94.4,no,>60 min,yes,textbook,69.3,70.9,71.3,69.2,d
10789,10790,16,female,private,graduate,6.9,50.2,yes,>60 min,no,group study,85.6,60.0,62.8,77.3,c
10790,10791,17,other,private,phd,4.4,95.2,yes,30-60 min,no,coaching,53.5,67.3,58.6,64.7,d
10791,10792,16,female,private,graduate,3.7,50.5,yes,15-30 min,yes,online videos,47.9,50.5,64.1,52.0,e
10792,10793,15,female,private,graduate,7.7,76.6,yes,15-30 min,no,coaching,84.7,100.0,81.1,86.1,b
10793,10794,15,male,public,graduate,7.2,92.6,yes,30-60 min,no,textbook,90.1,86.8,88.5,96.8,a
10794,10795,15,male,public,diploma,7.2,70.8,yes,30-60 min,yes,online videos,85.7,72.8,68.5,78.6,c
10795,10796,15,female,private,high school,2.1,84.2,no,<15 min,no,coaching,56.6,36.2,56.2,47.9,e
10796,10797,16,male,private,diploma,6.8,61.6,yes,30-60 min,yes,online videos,72.3,89.0,87.4,80.6,c
10797,10798,18,other,public,graduate,5.4,98.5,no,30-60 min,yes,group study,64.1,74.4,74.8,74.6,c
10798,10799,14,female,public,graduate,5.7,52.2,no,15-30 min,yes,mixed,69.6,74.4,70.7,70.3,c
10799,10800,14,female,private,no formal,0.9,81.6,no,<15 min,no,mixed,39.2,41.0,21.3,35.7,f
10800,10801,17,male,private,post graduate,4.7,51.7,yes,30-60 min,yes,notes,74.2,33.1,47.6,55.3,d
10801,10802,18,male,public,post graduate,2.1,52.1,yes,>60 min,no,online videos,42.2,18.3,49.8,42.0,e
10802,10803,15,male,public,graduate,7.5,63.5,yes,>60 min,no,coaching,78.0,93.2,83.4,81.7,c
10803,10804,15,other,private,diploma,4.7,50.8,yes,30-60 min,no,group study,40.4,41.4,49.4,48.3,e
10804,10805,17,female,public,graduate,5.1,60.4,yes,30-60 min,no,notes,58.4,63.0,63.2,56.6,d
10805,10806,16,other,public,graduate,2.3,57.7,yes,<15 min,yes,group study,46.6,49.7,45.1,49.3,e
10806,10807,18,female,public,diploma,3.7,95.6,no,15-30 min,no,mixed,78.7,89.1,86.6,70.9,c
10807,10808,14,other,public,phd,4.5,52.1,yes,30-60 min,yes,group study,60.8,57.5,44.4,58.7,d
10808,10809,14,other,private,no formal,6.6,80.6,yes,<15 min,no,notes,90.8,100.0,99.7,91.7,b
10809,10810,17,male,public,diploma,5.1,83.5,yes,15-30 min,no,group study,74.5,84.3,90.0,83.8,c
10810,10811,16,male,public,diploma,1.3,91.1,yes,<15 min,no,group study,51.0,48.8,50.0,46.6,e
10811,10812,18,other,private,no formal,3.9,68.4,yes,>60 min,no,coaching,62.8,60.5,40.3,64.3,d
10812,10813,17,male,private,no formal,2.7,59.1,yes,<15 min,no,notes,45.1,39.4,42.6,38.2,f
10813,10814,16,other,private,phd,4.5,56.1,yes,30-60 min,no,online videos,41.6,51.5,49.9,55.9,d
10814,10815,14,female,public,post graduate,4.0,57.1,yes,30-60 min,no,coaching,56.6,42.9,67.8,53.5,e
10815,10816,14,other,private,diploma,0.7,76.2,yes,<15 min,no,group study,40.8,28.5,23.8,33.1,f
10816,10817,18,male,private,high school,2.1,79.8,yes,15-30 min,no,online videos,46.6,42.9,53.0,46.2,e
10817,10818,15,male,private,diploma,5.5,89.4,yes,>60 min,no,notes,86.1,82.9,72.2,77.7,c
10818,10819,17,female,public,post graduate,4.6,90.2,yes,30-60 min,yes,mixed,79.8,63.1,59.1,75.7,c
10819,10820,18,male,public,high school,0.9,92.1,yes,>60 min,no,textbook,27.9,19.7,32.8,34.1,f
10820,10821,19,male,private,no formal,5.0,58.0,yes,<15 min,yes,textbook,48.5,65.5,66.2,60.0,d
10821,10822,15,female,public,diploma,4.3,87.3,yes,30-60 min,yes,online videos,82.8,72.0,70.7,72.9,c
10822,10823,14,male,public,graduate,1.6,53.6,yes,30-60 min,yes,group study,30.4,52.0,36.6,36.1,f
10823,10824,18,male,public,graduate,0.5,94.0,yes,>60 min,yes,coaching,39.2,26.2,43.7,40.5,e
10824,10825,18,other,private,high school,3.0,76.3,yes,30-60 min,yes,group study,42.4,43.0,53.8,47.7,e
10825,10826,15,male,public,phd,6.3,82.1,yes,15-30 min,no,notes,92.5,97.0,72.7,81.9,c
10826,10827,17,other,public,graduate,1.5,81.0,yes,<15 min,yes,group study,25.6,31.0,64.4,48.3,e
10827,10828,15,other,private,post graduate,7.6,77.9,yes,15-30 min,no,textbook,100.0,98.5,86.9,93.4,b
10828,10829,18,other,private,phd,4.6,76.2,yes,<15 min,yes,online videos,56.6,62.5,66.1,62.0,d
10829,10830,18,male,public,graduate,6.2,96.1,no,>60 min,yes,notes,100.0,95.0,100.0,87.0,b
10830,10831,15,male,private,graduate,7.8,67.4,yes,<15 min,yes,notes,96.7,95.9,79.1,87.6,b
10831,10832,16,other,private,post graduate,2.5,88.9,yes,15-30 min,yes,notes,39.2,37.1,51.3,47.2,e
10832,10833,16,male,public,post graduate,4.9,68.1,yes,<15 min,yes,mixed,74.4,73.6,52.3,58.8,d
10833,10834,14,female,private,phd,3.1,52.3,yes,>60 min,yes,mixed,33.2,41.0,28.6,39.6,f
10834,10835,14,female,public,post graduate,1.1,68.9,yes,15-30 min,yes,textbook,50.6,47.4,58.3,44.7,e
10835,10836,19,other,private,no formal,6.5,57.5,yes,>60 min,yes,coaching,83.8,83.9,79.5,79.2,c
10836,10837,16,other,public,diploma,0.6,72.0,yes,30-60 min,no,coaching,50.0,34.9,26.0,28.1,f
10837,10838,14,male,public,graduate,7.0,54.1,yes,30-60 min,yes,textbook,76.9,74.1,82.6,86.3,b
10838,10839,14,female,public,diploma,6.5,89.3,yes,>60 min,no,coaching,68.2,95.2,88.3,92.2,b
10839,10840,16,female,private,no formal,5.3,79.5,yes,>60 min,no,notes,66.2,81.3,61.0,77.9,c
10840,10841,19,other,private,high school,4.9,51.9,yes,>60 min,yes,notes,69.6,62.6,81.9,69.5,d
10841,10842,16,female,private,high school,6.8,82.3,yes,>60 min,no,notes,75.6,90.6,93.1,86.2,b
10842,10843,19,male,private,no formal,0.9,97.7,yes,>60 min,no,mixed,32.8,48.3,27.2,46.8,e
10843,10844,16,other,private,post graduate,6.0,53.2,yes,15-30 min,no,group study,69.5,59.5,74.1,72.9,c
10844,10845,18,female,public,diploma,1.9,67.8,no,<15 min,yes,notes,60.3,55.5,56.4,50.9,e
10845,10846,18,male,private,post graduate,0.7,94.7,no,15-30 min,yes,online videos,22.0,44.9,52.8,51.0,e
10846,10847,14,male,private,phd,2.8,51.7,no,<15 min,yes,notes,48.3,61.0,53.1,46.6,e
10847,10848,14,male,public,phd,3.0,95.9,yes,>60 min,no,notes,71.5,70.6,79.3,69.8,d
10848,10849,19,other,private,phd,1.9,99.4,yes,30-60 min,yes,notes,59.8,41.3,51.1,51.9,e
10849,10850,19,other,private,diploma,5.8,69.5,yes,30-60 min,yes,online videos,64.3,83.1,77.2,74.8,c
10850,10851,14,female,public,high school,4.7,73.2,yes,30-60 min,no,group study,89.4,61.1,65.9,72.2,c
10851,10852,17,male,private,no formal,7.4,99.4,yes,15-30 min,no,group study,91.3,94.8,100.0,89.5,b
10852,10853,19,other,private,graduate,6.2,53.0,yes,>60 min,yes,mixed,80.3,68.7,94.8,76.1,c
10853,10854,19,female,private,no formal,6.7,65.9,yes,<15 min,yes,mixed,76.5,85.1,74.7,81.7,c
10854,10855,15,female,public,high school,7.3,53.2,yes,>60 min,yes,notes,94.9,65.2,83.4,83.6,c
10855,10856,18,male,private,high school,6.5,87.3,yes,15-30 min,yes,textbook,100.0,77.2,86.2,94.4,b
10856,10857,17,other,public,high school,1.4,82.6,yes,15-30 min,yes,group study,40.0,54.9,56.3,43.2,e
10857,10858,19,male,private,diploma,1.9,93.2,yes,15-30 min,yes,textbook,50.4,57.4,52.3,47.7,e
10858,10859,14,female,private,high school,3.5,59.5,no,>60 min,yes,online videos,67.2,67.3,60.6,61.1,d
10859,10860,17,female,public,graduate,3.0,77.3,yes,15-30 min,yes,online videos,77.6,74.1,71.7,63.4,d
10860,10861,14,female,private,phd,7.1,85.7,yes,<15 min,yes,group study,98.6,83.7,81.7,88.5,b
10861,10862,16,female,public,graduate,4.4,64.1,yes,>60 min,yes,notes,56.8,43.7,47.4,51.6,e
10862,10863,14,female,private,post graduate,7.1,94.5,yes,>60 min,yes,notes,98.0,84.8,84.2,92.1,b
10863,10864,16,female,private,no formal,3.4,59.9,yes,>60 min,yes,online videos,52.3,38.8,54.9,43.4,e
10864,10865,18,female,private,no formal,7.3,55.9,yes,15-30 min,yes,group study,81.3,82.8,63.8,71.0,c
10865,10866,17,female,private,high school,1.0,64.0,yes,15-30 min,no,textbook,43.7,29.5,23.7,33.1,f
10866,10867,15,other,public,phd,3.8,89.9,yes,15-30 min,yes,online videos,56.2,53.1,70.9,61.7,d
10867,10868,16,other,private,high school,7.3,85.7,no,>60 min,no,mixed,100.0,97.2,68.5,92.2,b
10868,10869,16,male,private,phd,3.9,94.6,yes,30-60 min,no,online videos,72.8,63.6,71.4,69.6,d
10869,10870,18,other,public,post graduate,6.0,80.8,yes,30-60 min,yes,mixed,87.9,82.9,85.9,82.3,c
10870,10871,15,male,public,post graduate,3.2,95.9,yes,>60 min,yes,online videos,67.3,67.1,62.9,57.5,d
10871,10872,14,male,private,high school,6.7,77.2,yes,>60 min,yes,coaching,93.1,86.2,75.0,87.1,b
10872,10873,17,female,private,no formal,5.2,95.9,yes,<15 min,yes,textbook,95.2,88.1,93.2,85.7,b
10873,10874,18,male,private,high school,6.6,93.5,no,15-30 min,yes,coaching,85.2,99.1,69.5,91.1,b
10874,10875,16,female,public,phd,4.5,73.7,yes,>60 min,no,coaching,75.2,81.9,70.0,74.5,c
10875,10876,15,male,private,diploma,5.3,50.3,yes,15-30 min,no,textbook,62.9,55.5,60.0,62.6,d
10876,10877,14,female,public,diploma,4.5,99.3,yes,15-30 min,yes,textbook,95.3,77.9,100.0,85.6,b
10877,10878,19,other,public,high school,4.8,74.9,yes,15-30 min,no,group study,70.2,59.6,68.0,69.1,d
10878,10879,18,other,public,diploma,5.7,87.0,yes,30-60 min,yes,online videos,89.0,88.6,100.0,86.6,b
10879,10880,14,female,public,diploma,1.4,72.6,yes,30-60 min,no,coaching,51.6,46.9,54.6,48.8,e
10880,10881,14,male,public,post graduate,6.3,68.1,yes,15-30 min,yes,mixed,85.0,75.7,97.1,71.0,c
10881,10882,14,other,private,post graduate,3.2,67.9,yes,15-30 min,yes,coaching,31.8,45.1,53.9,58.3,d
10882,10883,16,male,private,diploma,0.6,67.8,no,<15 min,yes,textbook,42.8,31.2,36.1,38.4,f
10883,10884,18,female,private,diploma,5.3,79.0,yes,15-30 min,no,group study,64.1,77.1,80.0,67.7,d
10884,10885,14,male,private,diploma,5.1,90.4,yes,15-30 min,no,online videos,58.4,73.6,85.7,76.1,c
10885,10886,18,female,public,high school,5.9,78.5,yes,30-60 min,yes,mixed,73.3,82.0,92.2,83.9,c
10886,10887,14,male,public,no formal,8.0,76.3,yes,<15 min,yes,group study,75.9,73.6,92.8,86.6,b
10887,10888,18,other,private,high school,4.0,65.3,yes,>60 min,yes,textbook,49.5,62.3,54.1,53.6,e
10888,10889,15,male,private,no formal,7.8,73.1,yes,15-30 min,no,notes,76.7,93.3,70.7,84.9,c
10889,10890,19,female,public,no formal,4.8,59.0,no,30-60 min,no,coaching,58.1,60.7,43.9,57.5,d
10890,10891,16,female,public,high school,3.2,87.2,yes,15-30 min,no,online videos,68.5,49.0,64.7,60.7,d
10891,10892,15,female,public,phd,5.6,89.2,yes,30-60 min,no,textbook,75.6,82.7,61.3,73.9,c
10892,10893,15,female,private,high school,2.0,61.9,yes,>60 min,no,notes,28.4,16.0,41.9,35.3,f
10893,10894,18,male,public,post graduate,7.7,78.4,no,<15 min,no,textbook,89.0,86.5,85.2,87.0,b
10894,10895,16,other,public,no formal,3.8,64.2,yes,15-30 min,yes,textbook,70.4,61.4,76.8,64.2,d
10895,10896,16,female,public,diploma,0.6,98.9,yes,<15 min,no,coaching,53.9,55.8,48.2,42.1,e
10896,10897,18,male,public,graduate,5.4,64.9,yes,>60 min,no,mixed,59.9,78.4,60.9,68.1,d
10897,10898,17,male,private,graduate,1.4,93.2,yes,15-30 min,yes,group study,57.9,63.0,49.3,40.8,e
10898,10899,17,female,public,post graduate,1.2,85.0,no,15-30 min,yes,mixed,46.8,33.2,51.4,45.1,e
10899,10900,16,other,public,high school,0.7,98.3,yes,<15 min,no,coaching,40.1,47.2,40.2,38.7,f
10900,10901,14,other,public,post graduate,7.1,86.0,yes,30-60 min,no,online videos,85.3,96.1,100.0,92.3,b
10901,10902,14,female,private,diploma,0.8,80.5,yes,<15 min,yes,online videos,26.2,34.2,32.2,39.5,f
10902,10903,14,female,private,diploma,4.5,73.0,yes,<15 min,yes,coaching,51.6,61.9,60.2,65.7,d
10903,10904,17,male,public,high school,4.2,73.6,yes,>60 min,no,textbook,79.7,76.7,52.8,61.8,d
10904,10905,17,female,private,phd,7.3,50.1,yes,30-60 min,yes,online videos,85.8,70.7,50.8,71.5,c
10905,10906,18,male,public,post graduate,7.3,99.8,yes,<15 min,yes,textbook,100.0,85.2,81.8,95.3,a
10906,10907,19,other,private,diploma,7.4,78.4,yes,15-30 min,yes,online videos,77.0,99.6,84.4,88.0,b
10907,10908,15,female,public,post graduate,3.5,79.3,yes,>60 min,yes,mixed,63.3,72.5,62.8,64.4,d
10908,10909,19,male,public,phd,4.1,59.0,yes,15-30 min,yes,coaching,51.4,68.7,74.8,66.2,d
10909,10910,19,other,public,high school,6.7,71.6,yes,30-60 min,yes,group study,80.5,74.9,71.7,86.5,b
10910,10911,17,other,public,high school,1.4,61.0,yes,15-30 min,yes,coaching,18.8,13.3,25.3,34.6,f
10911,10912,17,male,private,post graduate,1.4,60.9,yes,<15 min,no,online videos,27.3,54.2,28.1,31.3,f
10912,10913,15,male,private,high school,7.4,77.4,yes,<15 min,yes,online videos,80.1,80.7,82.4,83.6,c
10913,10914,15,male,private,no formal,0.7,62.0,yes,<15 min,no,notes,16.8,43.9,29.8,23.3,f
10914,10915,14,female,public,graduate,3.4,83.3,yes,>60 min,no,online videos,44.3,57.8,38.5,53.6,e
10915,10916,17,female,private,high school,2.0,68.8,yes,<15 min,yes,online videos,43.3,52.0,61.2,44.9,e
10916,10917,16,other,public,graduate,1.1,68.8,yes,<15 min,yes,mixed,41.8,23.6,33.5,36.5,f
10917,10918,15,other,private,no formal,7.8,85.1,yes,<15 min,yes,coaching,100.0,100.0,100.0,100.0,a
10918,10919,14,other,private,diploma,1.7,83.5,yes,30-60 min,no,textbook,38.5,45.1,53.1,45.5,e
10919,10920,14,other,private,high school,3.7,70.2,yes,>60 min,yes,group study,60.3,55.1,42.0,54.4,e
10920,10921,17,male,public,graduate,2.4,96.5,yes,15-30 min,no,online videos,53.8,56.3,40.8,48.0,e
10921,10922,18,male,private,high school,4.2,66.4,yes,>60 min,no,textbook,58.4,44.0,31.3,54.8,e
10922,10923,17,other,public,high school,6.3,85.9,yes,15-30 min,yes,textbook,100.0,100.0,81.1,92.8,b
10923,10924,14,female,private,phd,5.4,89.7,yes,>60 min,no,coaching,73.8,60.9,69.8,72.3,c
10924,10925,14,male,private,phd,4.8,60.9,yes,15-30 min,no,textbook,55.4,58.6,49.1,55.7,d
10925,10926,14,other,private,high school,4.3,73.7,yes,15-30 min,yes,textbook,69.5,65.3,51.2,63.6,d
10926,10927,18,male,private,graduate,1.5,51.0,yes,>60 min,no,online videos,50.5,46.2,25.9,31.6,f
10927,10928,18,other,public,diploma,3.5,66.5,no,<15 min,no,mixed,33.4,33.1,40.8,48.8,e
10928,10929,15,other,public,high school,7.3,63.5,yes,<15 min,no,notes,80.1,68.0,69.1,78.5,c
10929,10930,14,female,public,no formal,6.7,88.6,yes,>60 min,yes,notes,92.1,99.6,98.1,96.5,a
